鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
安平區,租賃房屋,臺南市安平區建平九街９３號,156.0,商,,,1150429,土地1建物1車位0,一層,1,店面(店鋪),住家用,磚造,0830709,82.72,1,2,2,有,無,無,62000,750,,0.0,0,1.自民國一百一十五年四月二十九日起至一百一十五年六月三十日止，為裝修期，免租金。2.自民國一百一十五年七月一日起至一百一十八年六月三十日止，每月租金新台幣62000元整。3.自民國一百一十八年七月一日起至一百二十年四月二十八日止，每月租金新台幣65000元整。上開租金含租賃所得稅及健康保險補充保費,RPPPMLQJNHLGFAD18CC,,無,1150429~1200428,無,,
中西區,租賃房屋,臺南市中西區永華路一段３６號十二樓之１,0.0,,,,1150424,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850301,29.599999999999998,1,0,1,有,有,有,7700,260,,0.0,0,台南市社會住宅包租代管公會版增辦第4期續租案件；,RPRPMLQJNHLGFAD38CC,獨立套房,有,1150516~1160515,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
北區,租賃房屋,臺南市北區成功路２號八樓之３６,0.0,,,,1150423,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731228,58.07000000000001,1,0,1,有,有,有,9000,155,,0.0,0,台南市社會住宅包租代管公會版增辦第4期租金總額含管理費；續租案件；,RPUPMLQJNHLGFAD68CC,獨立套房,有,1150502~1160501,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安南區,租賃房屋,臺南市安南區智安三街８８號五樓之６,0.0,,,,1150428,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140310,125.45,2,2,2,有,有,有,20000,159,,0.0,0,國家住宅及都市更新中心社會住宅包租代管中央版第五期計畫租金總額含管理費；未租賃車位，建物登記含有車位面積；,RPSNMLQJNHLGFBD38CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安南區,租賃房屋,臺南市安南區長溪路一段１６８巷１６６弄８號八樓之１,0.0,,,,1150423,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130930,152.74,3,2,2,有,有,有,24000,157,,0.0,0,台南市社會住宅包租代管公會版增辦第4期未租賃車位，建物登記含有車位面積；續租案件；,RPTNMLQJNHLGFBD48CC,整棟(戶)出租,有,1150425~1160424,有,冷氣、熱水器,社會住宅代管
安南區,租賃房屋,臺南市安南區長和路一段５２７巷１０號,0.0,,,,1150425,土地0建物1車位0,全,3,透天厝,住宅，停車空間,鋼筋混凝土造,1020206,158.52,4,2,4,有,無,有,26000,164,,0.0,0,台南市社會住宅包租代管公會版增辦第4期續租案件；,RPUNMLQJNHLGFBD58CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
南區,租賃房屋,臺南市南區新建路５１巷４之４號,0.0,,,,1150423,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0720803,93.25,3,2,2,有,無,無,13000,139,,0.0,0,台南市社會住宅包租代管公會版第4期,RPSNMLQJNHLGFCD48CC,整棟(戶)出租,無,1150423~1160324,無,熱水器,社會住宅包租轉租
南區,租賃房屋+車位,臺南市南區大同路二段１６２號７樓之５,0.0,,,,1150427,土地0建物1車位1,七層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0881021,138.60999999999999,3,2,2,有,有,有,22000,159,坡道平面,0.0,0,多人共同承租4；,RPXNMLQJNHLGFCD98CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
東區,租賃房屋,臺南市東區崇德二十七街５３號,0.0,,,,1150423,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0580824,81.89,4,2,3,有,無,有,18000,220,,0.0,0,台南市社會住宅包租代管公會版增辦第4期多人共同承租4；,RPPOMLQJNHLGFCD28CC,整棟(戶)出租,無,1150423~1160422,無,冷氣、熱水器、電視機、冰箱,社會住宅代管
東區,租賃房屋,臺南市東區裕農路３４９-２號,0.0,,,,1150430,土地0建物0車位0,全,5,透天厝,住宅、診所,鋼筋混凝土構造,1110330,16.5,18,1,18,有,無,有,9500,576,,0.0,0,租金總額含網路費；,RPSOMLQJNHLGFCD58CC,分租套房,無,1150511~1160610,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
新營區,租賃房屋,臺南市新營區南紙街１１７巷１６號５樓之１８,20.58,住,,,1150424,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840119,114.00999999999999,3,2,2,有,有,有,19000,167,,0.0,0,,RPPNMLQJNHLGFDD28CC,整棟(戶)出租,有,1150501~1160131,有,冷氣、熱水器、洗衣機、電視機、冰箱,
歸仁區,租賃房屋,臺南市歸仁區智慧三街５號九樓之２,0.0,,,,1150430,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140918,153.61,4,1,2,有,有,有,26000,169,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。管理費3000元由出租人負擔,RPPNMLQJNHLGFID78CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
仁德區,租賃房屋,臺南市仁德區仁和里和愛街９號三樓之２,0.0,,,,1150430,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990422,168.57,3,2,2,有,有,有,17500,104,,0.0,0,台南市社會住宅包租代管第4期計畫。未租賃車位，建物登記含有車位面積；,RPTNMLQJNHLGFID56CC,整棟(戶)出租,有,1150430~1160331,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區大灣路７６４巷５６號２樓之１０,0.0,,,,1150428,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0940708,25.12,1,0,1,有,有,有,5500,219,,0.0,0,含增建或未登記建物；,RPRNMLQJNHLGFKD56CC,獨立套房,有,1150501~1160430,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區鹽州里鹽忠街１１８號３樓之３,0.0,,,,1150428,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0950918,17.08,1,0,1,有,有,有,4300,252,,0.0,0,含增建或未登記建物；續租案件；,RPVNMLQJNHLGFKD96CC,獨立套房,有,1150725~1160124,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區鹽州里鹽忠街１１８號６樓之１,0.0,,,,1150429,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0950918,22.240000000000002,1,0,1,有,有,有,4300,193,,0.0,0,含增建或未登記建物；續租案件；,RPWNMLQJNHLGFKD07CC,獨立套房,有,1150816~1160215,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區鹽州里鹽忠街１１８號８樓之１６,0.0,,,,1150429,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0950918,18.39,1,0,1,有,有,有,4300,234,,0.0,0,含增建或未登記建物；,RPOOMLQJNHLGFKD98CC,獨立套房,有,1150501~1151031,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區中華里小東路５０９號九樓之１３,0.0,,,,1150430,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851122,31.98,1,0,1,有,有,有,8000,250,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPPOMLQJNHLGFKD09CC,獨立套房,有,1150508~1160507,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區仁愛街５３巷１１號,0.0,,,,1150421,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土構造,1010224,22.57,8,0,8,有,無,有,6300,279,,0.0,0,租金總額含網路費；其他有線電視或MOD；續租案件；,RPROMLQJNHLGFKD66CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區新中街３１巷３８號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0960604,14.28,8,0,8,有,無,有,5300,371,,0.0,0,租金總額含水費；網路費；其他有線電視或MOD；續租案件；,RPWOMLQJNHLGFKD17CC,分租套房,無,1150701~1160630,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區仁愛街５３巷１１號,0.0,,,,1150422,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土構造,1010224,22.57,8,0,8,有,無,有,6200,275,,0.0,0,租金總額含網路費；其他有線電視或MOD；續租案件；,RPXOMLQJNHLGFKD27CC,分租套房,無,1150601~1160531,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區王行路５４７之５號,0.0,,,,1150428,土地0建物0車位0,全,4,透天厝,店舖，住宅,鋼筋混凝土構造,1101108,27.47,5,1,6,有,無,有,8000,291,,0.0,0,租金總額含網路費；,RPOPMLQJNHLGFKD09CC,分租套房,無,1150515~1160514,無,冷氣、熱水器、洗衣機、電視機、冰箱,
永康區,租賃房屋,臺南市永康區永華路５０３號三樓之１,0.0,,,,1150424,土地0建物0車位0,三層,3,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1040518,19.34,38,0,38,有,無,有,6150,318,,0.0,0,租金總額含網路費；其他有線電視或MOD；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPPMLQJNHLGFKD56CC,分租套房,無,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
北區,租賃房屋+車位,臺南市北區公園南路３３９號十一樓之５,0.0,,,,1150422,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0971219,100.15,2,1,1,有,有,有,20000,200,坡道平面,21.52,0,租金總額含管理費；續租案件；,RPPNMLRJNHLGFAD08CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
安平區,租賃房屋,臺南市安平區安平路５００巷２４號,0.0,,,,1150430,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0661128,76.54,4,1,2,有,無,無,15000,196,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPQNMLRJNHLGFAD18CC,整棟(戶)出租,無,1150509~1160508,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
安南區,租賃房屋,臺南市安南區永續二十二街１７８號,0.0,,,,1150430,土地0建物1車位0,全,4,透天厝,店舖、集合住宅、停車空間,鋼筋混凝土造,1120503,22.23,6,1,7,有,無,無,8000,360,,0.0,0,含增建或未登記建物；,RPPNMLRJNHLGFBD18CC,分層出租,無,1150501~1160430,無,冷氣、冰箱、網路,
安南區,租賃房屋+車位,臺南市安南區溪東一街１３號９樓,0.0,,,,1150426,土地0建物1車位1,九層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1101103,161.51999999999998,3,2,2,有,有,有,22103,137,坡道平面,24.69,0,1.契約書未約定土地租賃標的。   2.租金已扣除管理費2897元/月。3.115.4.26-115.5.4為無償使用期間，期間內水電瓦斯由承租方負擔。多人共同承租2；,RPVNMLRJNHLGFBD78CC,整棟(戶)出租,有,1150505~1160504,有,冷氣、熱水器、冰箱、瓦斯或天然氣,
東區,租賃房屋+車位,臺南市東區崇元一街６號十二樓之３,0.0,,,,1150423,土地0建物1車位2,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造、鋼骨造,1120329,200.24,3,1,3,有,有,有,33000,165,坡道平面,30.26,0,租金總額含管理費；,RPUNMLRJNHLGFCD78CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
東區,租賃房屋,臺南市東區東安路５０號五樓之７,0.0,,,,1150430,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701224,90.11,3,1,2,有,有,有,14800,164,,0.0,0,1.契約書未約定土地租賃標的。2.租金已扣除管理費1200元。多人共同承租3；,RPWNMLRJNHLGFCD98CC,整棟(戶)出租,有,1150701~1160630,有,冷氣、熱水器、洗衣機、冰箱,一般代管
東區,租賃房屋,臺南市東區裕農路１１０號,0.0,,,,1150426,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,0620314,113.48,5,2,4,有,無,無,32000,282,,0.0,0,租賃期間含免租金裝潢期115年5月1日至115年6月14日。含增建或未登記建物；,RPPOMLRJNHLGFCD38CC,,無,1150501~1170430,無,熱水器,
東區,租賃房屋,臺南市東區長榮路二段２４巷４８弄４號五樓,0.0,,,,1150425,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760429,85.7,3,1,1,有,無,有,11000,128,,0.0,0,租金總額含網路費；,RPSOMLRJNHLGFCD68CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,
新營區,租賃房屋,臺南市新營區大仁街１８號,0.0,,,,1150430,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0660108,117.47,3,1,2,有,無,有,12000,102,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。,RPPNMLRJNHLGFDD38CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器,社會住宅包租轉租
善化區,租賃房屋,臺南市善化區光復路１９０號,0.0,,,,1150426,土地0建物1車位0,全,4,透天厝,住宅，店舖，停車空間,鋼筋混凝土造,0911105,166.05,4,2,4,有,無,有,21000,126,,0.0,0,建物租賃範圍2樓到4樓包含陽台面積總共166.05平方公尺50.23坪,RPQNMLRJNHLGFHD88CC,分層出租,無,1150601~1180531,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
新市區,租賃房屋,臺南市新市區中山路２０-１３號,0.0,,,,1150430,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1041110,18.0,16,0,16,有,無,有,6500,361,,0.0,0,租金總額含管理費；水費；網路費；,RPSNMLRJNHLGFHD09CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
新市區,租賃房屋,臺南市新市區大營１９８之５號三樓之２,0.0,,,,1150425,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130606,80.72,2,2,2,有,有,有,18535,230,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。管理費1465元由出租人負擔多人共同承租2；,RPTNMLRJNHLGFHD56CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
仁德區,租賃房屋+車位,臺南市仁德區文心路７８號二十三樓之６,0.0,,,,1150429,土地0建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,100.94,2,1,1,有,有,有,19400,208,坡道平面,17.45,2000,另有管理費1600元，由承租人負擔。,RPQNMLRJNHLGFID98CC,整棟(戶)出租,有,1150501~1160430,有,熱水器、洗衣機、冰箱,社會住宅代管
仁德區,租賃房屋,臺南市仁德區中正西路４０２號三樓之１０,0.0,,,,1150430,土地0建物1車位0,三層,4,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960920,13.629999999999999,1,0,1,有,有,有,3000,220,,0.0,0,含增建或未登記建物；,RPRNMLRJNHLGFID09CC,獨立套房,有,1150501~1151031,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
仁德區,租賃房屋,臺南市仁德區中正西路４００號四樓之２５,0.0,,,,1150429,土地0建物1車位0,四層,4,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960920,13.629999999999999,1,0,1,有,有,有,3000,220,,0.0,0,含增建或未登記建物；續租案件；,RPTNMLRJNHLGFID66CC,獨立套房,有,1150517~1160516,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
仁德區,租賃房屋,臺南市仁德區中正西路４００號四樓之１０,0.0,,,,1150422,土地0建物1車位0,四層,4,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960920,13.629999999999999,1,0,1,有,有,有,3000,220,,0.0,0,含增建或未登記建物；續租案件；,RPUNMLRJNHLGFID76CC,獨立套房,有,1150422~1151021,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
仁德區,租賃房屋,臺南市仁德區文賢路一段７巷２１號七樓之６,0.0,,,,1150421,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1141231,118.38,2,2,1,有,有,有,17000,144,,0.0,0,國家住宅及都市更新中心社會住宅包租代管中央版第五期計畫未租賃車位，建物登記含有車位面積；,RPPOMLRJNHLGFID98CC,整棟(戶)出租,有,1150421~1180420,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
永康區,租賃房屋,臺南市永康區鹽行里永安路１６５巷１１３號,0.0,,,,1150428,土地0建物1車位0,見其他登記事項,10,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0890816,152.05,3,2,3,有,有,有,20550,135,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。管理費1450元由出租人負擔續租案件；,RPRNMLRJNHLGFKD66CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區鹽洲里鹽行路１００巷３４號,0.0,,,,1150430,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0831209,178.68,4,1,3,有,無,無,17000,95,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPSNMLRJNHLGFKD76CC,整棟(戶)出租,無,1150508~1160507,無,熱水器、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區新行街６８巷３０號,0.0,,,,1150424,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0960119,32.09,7,0,7,有,無,有,6250,195,,0.0,0,租金總額含水費；網路費；其他有線電視或MOD；續租案件；,RPTNMLRJNHLGFKD86CC,分租套房,無,1150701~1160630,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區三合里南工街２６７巷４６號十樓之３,0.0,,,,1150427,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,64.92,3,1,1,有,有,有,14050,216,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。管理費950元由出租人負擔續租案件；,RPUNMLRJNHLGFKD96CC,整棟(戶)出租,有,1150510~1160509,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區復興路１３６號五樓,0.0,,,,1150430,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710325,100.05,3,1,2,有,無,有,7500,75,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管第5期計畫。續租案件；,RPWNMLRJNHLGFKD17CC,整棟(戶)出租,無,1150519~1160518,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
永康區,租賃房屋,臺南市永康區新民街１６巷１弄１０號,0.0,,,,1150424,土地0建物0車位0,全,4,透天厝,停車空間，住宅,鋼筋混凝土造,1000621,26.74,8,0,8,有,無,有,6000,224,,0.0,0,租金總額含網路費；其他有線電視或MOD；續租案件；,RPXNMLRJNHLGFKD27CC,分租套房,無,1150701~1160630,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
永康區,租賃房屋,臺南市永康區龍安街２６６號,79.98,住,,,1150424,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0820629,186.8,5,2,3,有,無,無,35000,187,,0.0,0,租金總額含稅；,RPOOMLRJNHLGFKD09CC,,無,1150517~1180516,無,熱水器、瓦斯或天然氣,
永康區,租賃房屋,臺南市永康區?行里中正七街９６號,0.0,,,,1150428,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0940527,23.42,8,0,8,有,無,有,6700,286,,0.0,0,多人共同承租2；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQOMLRJNHLGFKD66CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般代管
永康區,租賃房屋,臺南市永康區中正七街９２號,0.0,,,,1150429,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0940527,28.79,6,0,6,有,無,有,4500,156,,0.0,0,租金總額含水費；網路費；續租案件；,RPROMLRJNHLGFKD76CC,分租套房,無,1150701~1160630,無,冷氣、熱水器、冰箱、網路,一般代管
永康區,租賃房屋,臺南市永康區中正七街２５巷８號,0.0,,,,1150430,土地0建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0990120,23.47,27,0,27,有,無,有,6800,290,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPSOMLRJNHLGFKD86CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般代管
永康區,租賃房屋,臺南市永康區鹽行里新民街１３２號,0.0,,,,1150430,土地0建物0車位0,全,4,透天厝,店舖，住宅，停車空間,鋼筋混凝土造,0930608,21.38,7,0,7,有,無,有,6000,281,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPTOMLRJNHLGFKD96CC,分租套房,無,1150501~1160430,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般代管
永康區,租賃房屋+車位,臺南市永康區復國一路３３９之３號１６樓之２,0.0,,,,1150430,土地0建物1車位1,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070202,124.94999999999999,2,2,1,有,有,有,22000,176,坡道平面,38.58,0,租金總額含管理費；,RPWOMLRJNHLGFKD27CC,整棟(戶)出租,有,1150510~1160509,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
安平區,租賃房屋,臺南市安平區國平北路８６號４樓之７,0.0,,,,1150429,土地0建物1車位0,四層,26,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140722,74.37,1,1,1,有,有,有,16000,215,,0.0,0,租金總額含管理費；,RPRNMLSJNHLGFAD38CC,獨立套房,有,1150505~1160504,有,冷氣、熱水器、洗衣機、電視機、冰箱,
安平區,租賃房屋,臺南市安平區育平路２１２號十一樓之３３,0.0,,,,1150429,土地0建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,86.47,3,2,2,有,有,有,15000,173,,0.0,0,台南市社會住宅包租代管公會版增辦第4期續租案件；,RPSNMLSJNHLGFAD48CC,整棟(戶)出租,有,1150524~1160523,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中西區,土地,府前段281地號,68.9,商,,,1150423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,38000,552,,0.0,0,1-115.4.23-115.5.31 止為裝修期不計租金2-土地上之未登記建物 為營業使用3-門牌:中西區西門路二段75號使用範圍含一樓及部分外牆租金總額含稅；水費；含增建或未登記建物；,RPVNMLSJNHLGFAD78CC,,,1150423~1170531,,,
中西區,租賃房屋,臺南市中西區萬昌街１３３號四樓之７,0.0,,,,1150421,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),集合住宅,ＲＣ造,0950713,38.13,1,0,1,有,有,無,12000,315,,0.0,0,租金總額含管理費；,RPXNMLSJNHLGFAD98CC,獨立套房,有,1150501~1170430,有,冷氣、熱水器、冰箱,
安南區,租賃房屋+車位,臺南市安南區慈興路１６９號五樓之５,0.0,,,,1150426,土地0建物1車位1,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130723,74.07,3,2,2,有,有,有,21000,284,一樓平面,0.0,0,租金總額含管理費；,RPPNMLSJNHLGFBD28CC,整棟(戶)出租,無,1150501~1160430,有,冷氣、熱水器,
安南區,租賃房屋+車位,臺南市安南區博和路２２１號六樓之１１,0.0,,,,1150427,土地0建物1車位1,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130229,102.78,2,2,2,有,有,無,17500,170,坡道平面,23.33,0,1.管理費2500元/月已扣除2.115/04/27-114/05/04為免租搬遷期多人共同承租3；租金總額含管理費；,RPSNMLSJNHLGFBD58CC,整棟(戶)出租,有,1150505~1160504,有,,
安南區,租賃房屋,臺南市安南區同安路５２巷８號,0.0,,,,1150429,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0700515,94.1,4,2,2,有,無,有,12000,128,,0.0,0,參加公會版住宅包租代管五期計畫,RPUNMLSJNHLGFBD78CC,整棟(戶)出租,無,1150501~1160430,無,熱水器,社會住宅代管
安南區,租賃房屋,臺南市安南區永續十八街２２號３樓,0.0,,,,1150430,土地0建物1車位0,三層,17,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110304,112.31,2,2,1,有,有,有,20000,178,,0.0,0,參加公會版住宅包租代管五期計畫租金總額含管理費；未租賃車位，建物登記含有車位面積；,RPWNMLSJNHLGFBD98CC,整棟(戶)出租,有,1150501~1180430,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安南區,租賃房屋,臺南市安南區本原街一段９４巷５號,0.0,,,,1150430,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0790220,133.65,3,2,2,有,無,有,25000,187,,0.0,0,參加公會版住宅包租代管五期計畫,RPXNMLSJNHLGFBD09CC,整棟(戶)出租,無,1150501~1160430,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
東區,租賃房屋+車位,臺南市東區崇慶街一段９６號１３樓之２,0.0,,,,1150424,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130816,114.97,2,2,2,有,有,無,20253,176,坡道平面,26.25,0,租金已扣除每月管理費2547元,RPRNMLSJNHLGFCD58CC,整棟(戶)出租,有,1150501~1160430,有,冷氣、熱水器、洗衣機、冰箱,
